
SetupTitle, I/V Sweep
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VD
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, ID
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, Group 1
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 2
TestParameter, AutoAnalysis.Line1.Fix, False
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, VG
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, ID
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/11/2022 11:02:57
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 34
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 0621a857-b915-409b-8ef5-07cef675edd4
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VD
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 2.1E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 8.4E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.025641025641025637
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.025641025641025637
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.025641025641025637
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.025641025641025637
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.025641025641025637
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=VD, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=5 V, Step=200 mV, No. of Steps=26, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU4:HR, Name=VG, Start=-14 V, Stop=-9 V, Step=200 mV, No. of Steps=26, Compliance=100 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VG	-14,-13.8,-13.6,-13.4,-13.2,-13,-12.8,-12.6,-12.4,-12.2,-12,-11.8,-11.6,-11.4,-11.2,-11,-10.8,-10.6,-10.4,-10.2,-10,-9.80000000000001,-9.60000000000002,-9.40000000000002,-9.20000000000002,-9.00000000000002	-14	0.2	26
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep
Dimension1, 26, 26
Dimension2, 26, 26
DataName, VD, ID
DataValue, 0, 2.167E-10
DataValue, 0.2, 2.3723E-10
DataValue, 0.4, 2.5522E-10
DataValue, 0.6, 2.7198000000000003E-10
DataValue, 0.8, 2.8693E-10
DataValue, 1, 3.0171000000000004E-10
DataValue, 1.2, 3.164E-10
DataValue, 1.4000000000000001, 3.3027000000000004E-10
DataValue, 1.6, 3.4359000000000005E-10
DataValue, 1.8, 3.5677000000000005E-10
DataValue, 2, 3.6922000000000004E-10
DataValue, 2.2, 3.825E-10
DataValue, 2.4, 3.9455000000000005E-10
DataValue, 2.6, 4.0681E-10
DataValue, 2.8000000000000003, 4.1950000000000005E-10
DataValue, 3, 4.3162000000000006E-10
DataValue, 3.2, 4.4344E-10
DataValue, 3.4, 4.5544000000000003E-10
DataValue, 3.6, 4.6788E-10
DataValue, 3.8000000000000003, 4.7988E-10
DataValue, 4, 4.9199000000000008E-10
DataValue, 4.2, 5.0390000000000009E-10
DataValue, 4.4, 5.1617000000000009E-10
DataValue, 4.6000000000000005, 5.2887000000000006E-10
DataValue, 4.8, 5.4099E-10
DataValue, 5, 5.5301E-10
DataValue, 0, 3.9781000000000005E-10
DataValue, 0.2, 4.1314000000000003E-10
DataValue, 0.4, 4.2601E-10
DataValue, 0.6, 4.3704E-10
DataValue, 0.8, 4.4778000000000003E-10
DataValue, 1, 4.5742000000000006E-10
DataValue, 1.2, 4.6784E-10
DataValue, 1.4000000000000001, 4.7765E-10
DataValue, 1.6, 4.8744E-10
DataValue, 1.8, 4.975E-10
DataValue, 2, 5.0790000000000008E-10
DataValue, 2.2, 5.1830000000000006E-10
DataValue, 2.4, 5.2845000000000007E-10
DataValue, 2.6, 5.3913000000000008E-10
DataValue, 2.8000000000000003, 5.5062E-10
DataValue, 3, 5.6156000000000008E-10
DataValue, 3.2, 5.7301000000000007E-10
DataValue, 3.4, 5.8519E-10
DataValue, 3.6, 5.9762000000000005E-10
DataValue, 3.8000000000000003, 6.0975000000000009E-10
DataValue, 4, 6.2352E-10
DataValue, 4.2, 6.3674E-10
DataValue, 4.4, 6.4994E-10
DataValue, 4.6000000000000005, 6.6427E-10
DataValue, 4.8, 6.7852E-10
DataValue, 5, 6.9339E-10
DataValue, 0, 4.9015E-10
DataValue, 0.2, 5.1191E-10
DataValue, 0.4, 5.2917E-10
DataValue, 0.6, 5.4445E-10
DataValue, 0.8, 5.5882E-10
DataValue, 1, 5.7176E-10
DataValue, 1.2, 5.8506E-10
DataValue, 1.4000000000000001, 5.9785000000000006E-10
DataValue, 1.6, 6.1105000000000008E-10
DataValue, 1.8, 6.2424E-10
DataValue, 2, 6.3778E-10
DataValue, 2.2, 6.5113E-10
DataValue, 2.4, 6.6492E-10
DataValue, 2.6, 6.7856000000000008E-10
DataValue, 2.8000000000000003, 6.9284000000000006E-10
DataValue, 3, 7.0734000000000006E-10
DataValue, 3.2, 7.2165000000000009E-10
DataValue, 3.4, 7.366E-10
DataValue, 3.6, 7.5158000000000011E-10
DataValue, 3.8000000000000003, 7.6677E-10
DataValue, 4, 7.8228E-10
DataValue, 4.2, 7.9783E-10
DataValue, 4.4, 8.1348000000000007E-10
DataValue, 4.6000000000000005, 8.2974000000000007E-10
DataValue, 4.8, 8.4623000000000009E-10
DataValue, 5, 8.6333000000000006E-10
DataValue, 0, 5.9908000000000007E-10
DataValue, 0.2, 6.2585000000000007E-10
DataValue, 0.4, 6.4768000000000008E-10
DataValue, 0.6, 6.6585E-10
DataValue, 0.8, 6.8222E-10
DataValue, 1, 6.9748000000000006E-10
DataValue, 1.2, 7.1274000000000006E-10
DataValue, 1.4000000000000001, 7.2768E-10
DataValue, 1.6, 7.4255000000000009E-10
DataValue, 1.8, 7.5718000000000007E-10
DataValue, 2, 7.7198000000000006E-10
DataValue, 2.2, 7.8703E-10
DataValue, 2.4, 8.0228E-10
DataValue, 2.6, 8.1731E-10
DataValue, 2.8000000000000003, 8.3268000000000007E-10
DataValue, 3, 8.482E-10
DataValue, 3.2, 8.641E-10
DataValue, 3.4, 8.8015000000000011E-10
DataValue, 3.6, 8.9691000000000006E-10
DataValue, 3.8000000000000003, 9.1351000000000008E-10
DataValue, 4, 9.2954000000000008E-10
DataValue, 4.2, 9.4648E-10
DataValue, 4.4, 9.6378000000000016E-10
DataValue, 4.6000000000000005, 9.8103E-10
DataValue, 4.8, 9.9856000000000012E-10
DataValue, 5, 1.01617E-09
DataValue, 0, 6.941100000000001E-10
DataValue, 0.2, 7.2724000000000007E-10
DataValue, 0.4, 7.535E-10
DataValue, 0.6, 7.7485000000000007E-10
DataValue, 0.8, 7.9414E-10
DataValue, 1, 8.1134E-10
DataValue, 1.2, 8.2785000000000009E-10
DataValue, 1.4000000000000001, 8.4423000000000009E-10
DataValue, 1.6, 8.6033000000000007E-10
DataValue, 1.8, 8.759E-10
DataValue, 2, 8.9223E-10
DataValue, 2.2, 9.0861E-10
DataValue, 2.4, 9.2467000000000008E-10
DataValue, 2.6, 9.4071000000000016E-10
DataValue, 2.8000000000000003, 9.5777E-10
DataValue, 3, 9.7411E-10
DataValue, 3.2, 9.9097000000000015E-10
DataValue, 3.4, 1.0084200000000001E-09
DataValue, 3.6, 1.0253700000000002E-09
DataValue, 3.8000000000000003, 1.04252E-09
DataValue, 4, 1.0601500000000001E-09
DataValue, 4.2, 1.0839E-09
DataValue, 4.4, 1.1017E-09
DataValue, 4.6000000000000005, 1.1198E-09
DataValue, 4.8, 1.1382E-09
DataValue, 5, 1.1572E-09
DataValue, 0, 7.7760000000000009E-10
DataValue, 0.2, 8.1815E-10
DataValue, 0.4, 8.495100000000001E-10
DataValue, 0.6, 8.7489000000000007E-10
DataValue, 0.8, 8.9649000000000008E-10
DataValue, 1, 9.1623E-10
DataValue, 1.2, 9.3416E-10
DataValue, 1.4000000000000001, 9.5157E-10
DataValue, 1.6, 9.6847E-10
DataValue, 1.8, 9.8554E-10
DataValue, 2, 1.00265E-09
DataValue, 2.2, 1.0199000000000002E-09
DataValue, 2.4, 1.0369E-09
DataValue, 2.6, 1.05458E-09
DataValue, 2.8000000000000003, 1.07183E-09
DataValue, 3, 1.0935E-09
DataValue, 3.2, 1.1114E-09
DataValue, 3.4, 1.1291E-09
DataValue, 3.6, 1.1474E-09
DataValue, 3.8000000000000003, 1.1659E-09
DataValue, 4, 1.1838E-09
DataValue, 4.2, 1.2025E-09
DataValue, 4.4, 1.221E-09
DataValue, 4.6000000000000005, 1.2399E-09
DataValue, 4.8, 1.2589E-09
DataValue, 5, 1.2782E-09
DataValue, 0, 8.4619000000000005E-10
DataValue, 0.2, 8.959500000000001E-10
DataValue, 0.4, 9.3410000000000011E-10
DataValue, 0.6, 9.6453E-10
DataValue, 0.8, 9.8991000000000015E-10
DataValue, 1, 1.01145E-09
DataValue, 1.2, 1.03085E-09
DataValue, 1.4000000000000001, 1.04978E-09
DataValue, 1.6, 1.06795E-09
DataValue, 1.8, 1.089E-09
DataValue, 2, 1.1065E-09
DataValue, 2.2, 1.1248E-09
DataValue, 2.4, 1.1424E-09
DataValue, 2.6, 1.1603E-09
DataValue, 2.8000000000000003, 1.1787E-09
DataValue, 3, 1.1966E-09
DataValue, 3.2, 1.215E-09
DataValue, 3.4, 1.2334E-09
DataValue, 3.6, 1.2526E-09
DataValue, 3.8000000000000003, 1.2713E-09
DataValue, 4, 1.2901E-09
DataValue, 4.2, 1.3097E-09
DataValue, 4.4, 1.3285E-09
DataValue, 4.6000000000000005, 1.3476E-09
DataValue, 4.8, 1.3673E-09
DataValue, 5, 1.3873E-09
DataValue, 0, 9.0132E-10
DataValue, 0.2, 9.6345E-10
DataValue, 0.4, 1.01007E-09
DataValue, 0.6, 1.04664E-09
DataValue, 0.8, 1.0783E-09
DataValue, 1, 1.1032E-09
DataValue, 1.2, 1.1245E-09
DataValue, 1.4000000000000001, 1.1445E-09
DataValue, 1.6, 1.1635E-09
DataValue, 1.8, 1.1824E-09
DataValue, 2, 1.2012E-09
DataValue, 2.2, 1.2197E-09
DataValue, 2.4, 1.2381E-09
DataValue, 2.6, 1.2564E-09
DataValue, 2.8000000000000003, 1.2753E-09
DataValue, 3, 1.2939E-09
DataValue, 3.2, 1.3134E-09
DataValue, 3.4, 1.3324999999999999E-09
DataValue, 3.6, 1.3523E-09
DataValue, 3.8000000000000003, 1.3714E-09
DataValue, 4, 1.3906E-09
DataValue, 4.2, 1.4098E-09
DataValue, 4.4, 1.4301E-09
DataValue, 4.6000000000000005, 1.4502E-09
DataValue, 4.8, 1.4698E-09
DataValue, 5, 1.49E-09
DataValue, 0, 9.4435000000000016E-10
DataValue, 0.2, 1.02193E-09
DataValue, 0.4, 1.0819E-09
DataValue, 0.6, 1.1276E-09
DataValue, 0.8, 1.1624E-09
DataValue, 1, 1.191E-09
DataValue, 1.2, 1.2152E-09
DataValue, 1.4000000000000001, 1.237E-09
DataValue, 1.6, 1.257E-09
DataValue, 1.8, 1.2763E-09
DataValue, 2, 1.2951E-09
DataValue, 2.2, 1.3149E-09
