
SetupTitle, I/V Sweep
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absId, absIg
TestParameter, Function.User.Unit, , 
TestParameter, Function.User.Definition, abs(ID), abs(IG)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -14
TestParameter, Output.Graph.XAxis.Right, -4
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, ID, IG
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0.001, 0.001
TestParameter, Output.Graph.YAxis.Top, 0.01, 0.01
TestParameter, Output.Graph.YAxis.Group, Group 1, Group 1
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 2
TestParameter, AutoAnalysis.Line1.Fix, False
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, VG
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, ID
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/11/2022 13:43:03
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 62
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 8ade8bc2-3569-4ab8-a0ba-ff6ef3d3e326
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -14
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, -4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, Group 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -1.2E-09, -1.2E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 3.5E-05, 3.5E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 157.13750385701064
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 157.13750385701064
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 157.13750385701064
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 157.13750385701064
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 157.13750385701064
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=VG, Direction=Single, Linear/Log=LINEAR, Start=-14 V, Stop=-4 V, Step=200 mV, No. of Steps=51, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU3:HR, Name=VD, Start=0 V, Stop=5 V, Step=200 mV, No. of Steps=26, Compliance=100 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU4:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5	0	0.2	26
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep
Dimension1, 51, 51, 51, 51, 51
Dimension2, 26, 26, 26, 26, 26
DataName, VG, IG, ID, absId, absIg
DataValue, -14, -9.2500000000000011E-10, 4.5100000000000005E-10, 4.5100000000000005E-10, 9.2500000000000011E-10
DataValue, -13.8, -8.9424000000000011E-10, 4.3737E-10, 4.3737E-10, 8.9424000000000011E-10
DataValue, -13.6, -8.6917000000000011E-10, 4.253E-10, 4.253E-10, 8.6917000000000011E-10
DataValue, -13.4, -8.444600000000001E-10, 4.1190000000000005E-10, 4.1190000000000005E-10, 8.444600000000001E-10
DataValue, -13.200000000000001, -8.1961E-10, 3.9959E-10, 3.9959E-10, 8.1961E-10
DataValue, -13, -7.9588E-10, 3.8687000000000003E-10, 3.8687000000000003E-10, 7.9588E-10
DataValue, -12.8, -7.7350000000000007E-10, 3.7496E-10, 3.7496E-10, 7.7350000000000007E-10
DataValue, -12.6, -7.5119000000000007E-10, 3.639E-10, 3.639E-10, 7.5119000000000007E-10
DataValue, -12.4, -7.2946000000000008E-10, 3.5092E-10, 3.5092E-10, 7.2946000000000008E-10
DataValue, -12.200000000000001, -7.0821000000000008E-10, 3.4047E-10, 3.4047E-10, 7.0821000000000008E-10
DataValue, -12, -6.8657E-10, 3.2640000000000003E-10, 3.2640000000000003E-10, 6.8657E-10
DataValue, -11.8, -6.659900000000001E-10, 3.1826000000000005E-10, 3.1826000000000005E-10, 6.659900000000001E-10
DataValue, -11.6, -6.4589E-10, 3.0477E-10, 3.0477E-10, 6.4589E-10
DataValue, -11.4, -6.2615000000000006E-10, 2.9481000000000004E-10, 2.9481000000000004E-10, 6.2615000000000006E-10
DataValue, -11.200000000000001, -6.0616E-10, 2.8650000000000004E-10, 2.8650000000000004E-10, 6.0616E-10
DataValue, -11, -5.8664000000000005E-10, 2.7436E-10, 2.7436E-10, 5.8664000000000005E-10
DataValue, -10.8, -5.6845E-10, 2.6195E-10, 2.6195E-10, 5.6845E-10
DataValue, -10.6, -5.5006000000000006E-10, 2.5338E-10, 2.5338E-10, 5.5006000000000006E-10
DataValue, -10.4, -5.3234E-10, 2.4418000000000003E-10, 2.4418000000000003E-10, 5.3234E-10
DataValue, -10.200000000000001, -5.1448000000000007E-10, 2.3059000000000003E-10, 2.3059000000000003E-10, 5.1448000000000007E-10
DataValue, -10, -4.9716000000000007E-10, 2.1931000000000002E-10, 2.1931000000000002E-10, 4.9716000000000007E-10
DataValue, -9.8, -4.8018E-10, 2.1891000000000002E-10, 2.1891000000000002E-10, 4.8018E-10
DataValue, -9.6, -4.6435000000000006E-10, 2.0541000000000002E-10, 2.0541000000000002E-10, 4.6435000000000006E-10
DataValue, -9.4, -4.4801000000000004E-10, 1.9781E-10, 1.9781E-10, 4.4801000000000004E-10
DataValue, -9.2000000000000011, -4.3261E-10, 1.9202000000000003E-10, 1.9202000000000003E-10, 4.3261E-10
DataValue, -9, -4.1725000000000003E-10, 1.8613E-10, 1.8613E-10, 4.1725000000000003E-10
DataValue, -8.8, -4.0206000000000006E-10, 1.7434000000000002E-10, 1.7434000000000002E-10, 4.0206000000000006E-10
DataValue, -8.6, -3.8694E-10, 1.6689E-10, 1.6689E-10, 3.8694E-10
DataValue, -8.4, -3.7279E-10, 1.559E-10, 1.559E-10, 3.7279E-10
DataValue, -8.2, -3.5864E-10, 1.5635E-10, 1.5635E-10, 3.5864E-10
DataValue, -8, -3.4460000000000003E-10, 1.4742000000000002E-10, 1.4742000000000002E-10, 3.4460000000000003E-10
DataValue, -7.8, -3.3114E-10, 1.4052000000000002E-10, 1.4052000000000002E-10, 3.3114E-10
DataValue, -7.6000000000000005, -3.1794000000000004E-10, 1.309E-10, 1.309E-10, 3.1794000000000004E-10
DataValue, -7.4, -3.0479000000000004E-10, 1.2591E-10, 1.2591E-10, 3.0479000000000004E-10
DataValue, -7.2, -2.9229000000000003E-10, 1.1684E-10, 1.1684E-10, 2.9229000000000003E-10
DataValue, -7, -2.802E-10, 1.0997000000000001E-10, 1.0997000000000001E-10, 2.802E-10
DataValue, -6.8, -2.6822000000000003E-10, 1.1141E-10, 1.1141E-10, 2.6822000000000003E-10
DataValue, -6.6000000000000005, -2.5644E-10, 9.3750000000000012E-11, 9.3750000000000012E-11, 2.5644E-10
DataValue, -6.4, -2.4465000000000003E-10, 9.032E-11, 9.032E-11, 2.4465000000000003E-10
DataValue, -6.2, -2.3376000000000003E-10, 9.054E-11, 9.054E-11, 2.3376000000000003E-10
DataValue, -6, -2.2269E-10, 8.2970000000000012E-11, 8.2970000000000012E-11, 2.2269E-10
DataValue, -5.8, -2.1202E-10, 7.414E-11, 7.414E-11, 2.1202E-10
DataValue, -5.6000000000000005, -2.0199000000000002E-10, 7.3080000000000008E-11, 7.3080000000000008E-11, 2.0199000000000002E-10
DataValue, -5.4, -1.9137E-10, 6.9660000000000008E-11, 6.9660000000000008E-11, 1.9137E-10
DataValue, -5.2, -1.8161E-10, 6.9630000000000009E-11, 6.9630000000000009E-11, 1.8161E-10
DataValue, -5, -1.7229E-10, 5.6310000000000004E-11, 5.6310000000000004E-11, 1.7229E-10
DataValue, -4.8, -1.6254000000000002E-10, 6.568E-11, 6.568E-11, 1.6254000000000002E-10
DataValue, -4.6000000000000005, -1.5357000000000002E-10, 4.7970000000000003E-11, 4.7970000000000003E-11, 1.5357000000000002E-10
DataValue, -4.4, -1.4462000000000001E-10, 4.7440000000000006E-11, 4.7440000000000006E-11, 1.4462000000000001E-10
DataValue, -4.2, -1.3574000000000001E-10, 4.5680000000000004E-11, 4.5680000000000004E-11, 1.3574000000000001E-10
DataValue, -4, -1.2724000000000002E-10, 4.5030000000000005E-11, 4.5030000000000005E-11, 1.2724000000000002E-10
DataValue, -14, -9.0598000000000011E-10, 6.921E-10, 6.921E-10, 9.0598000000000011E-10
DataValue, -13.8, -8.7791E-10, 1.1001000000000002E-09, 1.1001000000000002E-09, 8.7791E-10
DataValue, -13.6, -8.5477E-10, 1.9086E-09, 1.9086E-09, 8.5477E-10
DataValue, -13.4, -8.3067000000000009E-10, 3.501E-09, 3.501E-09, 8.3067000000000009E-10
DataValue, -13.200000000000001, -8.0688000000000011E-10, 6.1376E-09, 6.1376E-09, 8.0688000000000011E-10
DataValue, -13, -7.8360000000000007E-10, 1.03156E-08, 1.03156E-08, 7.8360000000000007E-10
DataValue, -12.8, -7.6146000000000008E-10, 1.6254799999999998E-08, 1.6254799999999998E-08, 7.6146000000000008E-10
DataValue, -12.6, -7.3931000000000011E-10, 2.4783399999999996E-08, 2.4783399999999996E-08, 7.3931000000000011E-10
DataValue, -12.4, -7.1828E-10, 3.58654E-08, 3.58654E-08, 7.1828E-10
DataValue, -12.200000000000001, -6.968E-10, 4.9795799999999994E-08, 4.9795799999999994E-08, 6.968E-10
DataValue, -12, -6.7677E-10, 6.6561E-08, 6.6561E-08, 6.7677E-10
DataValue, -11.8, -6.5663E-10, 8.6725399999999986E-08, 8.6725399999999986E-08, 6.5663E-10
DataValue, -11.6, -6.3673E-10, 1.0862099999999999E-07, 1.0862099999999999E-07, 6.3673E-10
DataValue, -11.4, -6.1695E-10, 1.3252E-07, 1.3252E-07, 6.1695E-10
DataValue, -11.200000000000001, -5.9742000000000009E-10, 1.5672E-07, 1.5672E-07, 5.9742000000000009E-10
DataValue, -11, -5.7906000000000007E-10, 1.8182E-07, 1.8182E-07, 5.7906000000000007E-10
DataValue, -10.8, -5.6076E-10, 2.067E-07, 2.067E-07, 5.6076E-10
DataValue, -10.6, -5.4253000000000009E-10, 2.317E-07, 2.317E-07, 5.4253000000000009E-10
DataValue, -10.4, -5.2516000000000008E-10, 2.5444E-07, 2.5444E-07, 5.2516000000000008E-10
DataValue, -10.200000000000001, -5.0764E-10, 2.7548E-07, 2.7548E-07, 5.0764E-10
DataValue, -10, -4.9103E-10, 2.986E-07, 2.986E-07, 4.9103E-10
DataValue, -9.8, -4.743E-10, 3.1772E-07, 3.1772E-07, 4.743E-10
DataValue, -9.6, -4.5820000000000003E-10, 3.3272E-07, 3.3272E-07, 4.5820000000000003E-10
DataValue, -9.4, -4.4237000000000005E-10, 3.5346E-07, 3.5346E-07, 4.4237000000000005E-10
DataValue, -9.2000000000000011, -4.2660000000000006E-10, 3.6842E-07, 3.6842E-07, 4.2660000000000006E-10
DataValue, -9, -4.113E-10, 3.8002E-07, 3.8002E-07, 4.113E-10
DataValue, -8.8, -3.9685000000000003E-10, 4.0334E-07, 4.0334E-07, 3.9685000000000003E-10
DataValue, -8.6, -3.8182000000000003E-10, 4.0836E-07, 4.0836E-07, 3.8182000000000003E-10
DataValue, -8.4, -3.6771E-10, 4.1672E-07, 4.1672E-07, 3.6771E-10
DataValue, -8.2, -3.5456E-10, 4.2896E-07, 4.2896E-07, 3.5456E-10
DataValue, -8, -3.4081000000000004E-10, 4.43E-07, 4.43E-07, 3.4081000000000004E-10
